customer_id,customer_type,country,occupation_industry,pep_flag,sanctions_hit,adverse_media_flag,source_of_wealth_verified,ubo_complete,id_verified,address_verified,tax_verified,kyc_complete_pct,risk_score,risk_level,edd_required,customer_status,last_review_date,next_review_date,primary_risk_driver
CUST10190,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-09-15,2027-09-15,Standard Risk
CUST10191,Business,United States,Consulting,0,0,0,0,0,1,1,1,60.0,35,Moderate,0,Pending Documents,2025-12-20,2026-12-20,Source of Wealth
CUST10192,Business,United States,Hospitality,0,0,0,1,1,0,1,1,80.0,26,Low,0,Approved,2024-10-16,2026-10-16,KYC Documentation
CUST10193,Individual,United Kingdom,Technology,0,0,1,1,1,1,1,1,100.0,33,Moderate,1,Approved,2025-10-27,2026-10-27,Adverse Media
CUST10194,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-01-02,2027-01-02,Standard Risk
CUST10195,Individual,China,Education,0,0,0,0,1,1,1,1,80.0,25,Low,0,Approved,2025-04-24,2027-04-24,Source of Wealth
CUST10196,Business,United States,Import/Export,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2026-07-06,2028-07-05,Standard Risk
CUST10197,Business,United States,Real Estate,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2025-07-25,2027-07-25,Standard Risk
CUST10198,Business,Canada,Consulting,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-06-26,2028-06-25,Standard Risk
CUST10199,Business,Nigeria,Import/Export,0,0,0,1,1,1,1,1,100.0,24,Low,0,Approved,2026-07-17,2028-07-16,High-Risk Geography
CUST10200,Individual,United States,Finance,0,0,0,0,1,1,1,1,80.0,21,Low,0,Approved,2025-01-03,2027-01-03,Source of Wealth
CUST10201,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2024-11-20,2026-11-20,Standard Risk
CUST10202,Individual,United States,Hospitality,0,0,1,1,1,1,1,1,100.0,27,Low,1,Approved,2025-08-28,2027-08-28,Adverse Media
CUST10203,Business,Nigeria,Logistics,1,0,0,1,0,1,1,1,80.0,59,Moderate,1,Periodic Review,2025-01-04,2026-01-04,PEP
CUST10204,Individual,Mexico,Retail,0,0,0,1,1,1,0,0,60.0,22,Low,0,Remediation,2026-01-12,2028-01-12,KYC Documentation
CUST10205,Individual,United States,Hospitality,1,0,1,1,1,1,1,0,80.0,53,Moderate,1,Approved,2025-07-26,2026-07-26,PEP
CUST10206,Individual,India,Education,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-02-17,2027-02-17,Standard Risk
CUST10207,Individual,China,Finance,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2026-08-09,2028-08-08,Standard Risk
CUST10208,Individual,Canada,Consulting,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-02-04,2027-02-04,Standard Risk
CUST10209,Individual,India,Hospitality,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2025-12-08,2027-12-08,Standard Risk
CUST10210,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-05-06,2028-05-05,Standard Risk
CUST10211,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-01-09,2027-01-09,Standard Risk
CUST10212,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,9,Low,0,Periodic Review,2025-01-08,2027-01-08,Standard Risk
CUST10213,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,17,Low,0,Periodic Review,2026-07-08,2028-07-07,Standard Risk
CUST10214,Individual,United Kingdom,Technology,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-04-01,2028-03-31,Standard Risk
CUST10215,Individual,Turkey,Technology,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2026-01-05,2028-01-05,High-Risk Geography
CUST10216,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,9,Low,0,Periodic Review,2025-12-10,2027-12-10,Standard Risk
CUST10217,Business,United States,Retail,0,0,0,1,0,1,1,1,80.0,20,Low,0,Approved,2025-12-07,2027-12-07,KYC Documentation
CUST10218,Individual,United States,Consulting,0,0,0,0,1,1,1,0,60.0,26,Low,0,Remediation,2026-05-11,2028-05-10,Source of Wealth
CUST10219,Business,Turkey,Real Estate,0,0,0,1,0,1,1,1,80.0,40,Moderate,0,Approved,2026-03-19,2027-03-19,High-Risk Geography
CUST10220,Individual,United States,Finance,0,0,0,1,1,1,1,0,80.0,18,Low,0,Approved,2024-11-02,2026-11-02,KYC Documentation
CUST10221,Individual,United Kingdom,Hospitality,0,0,0,1,1,1,0,0,60.0,28,Low,0,Remediation,2026-08-24,2028-08-23,KYC Documentation
CUST10222,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2024-09-17,2026-09-17,Standard Risk
CUST10223,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2026-01-27,2028-01-27,Standard Risk
CUST10224,Individual,Iran,Finance,0,0,0,1,1,1,1,1,100.0,33,Moderate,0,Approved,2025-06-27,2026-06-27,High-Risk Geography
CUST10225,Individual,Russia,Education,0,0,0,1,1,1,1,1,100.0,27,Low,0,Approved,2025-11-13,2027-11-13,High-Risk Geography
CUST10226,Business,United States,Hospitality,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2026-07-13,2028-07-12,Source of Wealth
CUST10227,Individual,Russia,Hospitality,0,0,1,1,1,1,1,0,80.0,55,Moderate,1,Approved,2026-05-17,2027-05-17,Adverse Media
CUST10228,Business,Mexico,FinTech,0,0,0,1,1,1,1,1,100.0,9,Low,0,Periodic Review,2026-08-23,2028-08-22,Standard Risk
CUST10229,Individual,India,Education,0,0,0,1,1,1,0,1,80.0,14,Low,0,Periodic Review,2024-10-01,2026-10-01,KYC Documentation
CUST10230,Business,United States,Manufacturing,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-06-02,2027-06-02,Standard Risk
CUST10231,Individual,United Kingdom,Hospitality,0,0,1,1,1,1,0,1,80.0,41,Moderate,1,Approved,2025-10-13,2026-10-13,Adverse Media
CUST10232,Individual,United Kingdom,Consulting,0,0,0,1,1,1,1,0,80.0,21,Low,0,Approved,2025-10-27,2027-10-27,KYC Documentation
CUST10233,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2024-12-18,2026-12-18,Standard Risk
CUST10234,Individual,United States,Consulting,0,0,0,0,1,1,1,1,80.0,24,Low,0,Approved,2026-04-09,2028-04-08,Source of Wealth
CUST10235,Business,United States,Hospitality,0,0,0,1,1,0,1,1,80.0,19,Low,0,Approved,2025-07-16,2027-07-16,KYC Documentation
CUST10236,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-05-10,2028-05-09,Standard Risk
CUST10237,Individual,Nigeria,Construction,0,0,0,1,1,1,1,1,100.0,28,Low,0,Approved,2025-02-03,2027-02-03,High-Risk Geography
CUST10238,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-07-29,2027-07-29,Standard Risk
CUST10239,Individual,Mexico,Finance,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2025-11-30,2027-11-30,Source of Wealth
CUST10240,Business,Russia,Logistics,0,0,1,1,1,1,1,0,80.0,48,Moderate,1,Periodic Review,2026-04-30,2027-04-30,Adverse Media
CUST10241,Business,United States,Real Estate,0,0,0,0,1,1,1,0,60.0,32,Moderate,0,Remediation,2026-06-07,2027-06-07,Source of Wealth
CUST10242,Business,Mexico,Hospitality,0,0,0,0,1,1,1,1,80.0,27,Low,0,Approved,2025-01-27,2027-01-27,Source of Wealth
CUST10243,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-07-16,2028-07-15,Standard Risk
CUST10244,Individual,India,Construction,0,0,0,1,1,1,1,0,80.0,13,Low,0,Periodic Review,2024-09-20,2026-09-20,KYC Documentation
CUST10245,Business,United States,Real Estate,0,0,0,1,1,1,1,0,80.0,16,Low,0,Approved,2026-02-12,2028-02-12,KYC Documentation
CUST10246,Individual,Nigeria,Consulting,1,0,0,1,1,1,0,0,60.0,66,High,1,Remediation,2025-11-29,2026-05-28,PEP
CUST10247,Business,India,Import/Export,0,0,0,1,0,1,1,0,60.0,26,Low,0,Remediation,2025-03-01,2027-03-01,KYC Documentation
CUST10248,Business,Turkey,Real Estate,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2024-09-16,2026-09-16,High-Risk Geography
CUST10249,Business,Mexico,Consulting,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2026-04-24,2028-04-23,Source of Wealth
CUST10250,Individual,United Kingdom,Consulting,0,0,0,1,1,1,0,1,80.0,20,Low,0,Approved,2025-06-10,2027-06-10,KYC Documentation
CUST10251,Individual,Canada,Finance,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2025-08-08,2027-08-08,Standard Risk
CUST10252,Business,India,Real Estate,0,0,0,1,1,0,1,1,80.0,23,Low,0,Approved,2025-02-02,2027-02-02,KYC Documentation
CUST10253,Individual,Canada,Construction,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-12-12,2027-12-12,Standard Risk
CUST10254,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2024-12-08,2026-12-08,Standard Risk
CUST10255,Individual,Turkey,Construction,0,0,0,1,1,1,1,1,100.0,32,Moderate,0,Approved,2025-11-27,2026-11-27,High-Risk Geography
CUST10256,Business,Mexico,Hospitality,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2024-09-17,2026-09-17,Standard Risk
CUST10257,Individual,Mexico,Finance,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2026-07-17,2028-07-16,Standard Risk
CUST10258,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-03-17,2028-03-16,Standard Risk
CUST10259,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-06-13,2027-06-13,Standard Risk
CUST10260,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,14,Low,0,Periodic Review,2024-12-18,2026-12-18,Standard Risk
CUST10261,Business,Mexico,Manufacturing,0,0,0,1,1,1,0,1,80.0,22,Low,0,Approved,2026-07-17,2028-07-16,KYC Documentation
CUST10262,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2024-09-07,2026-09-07,Standard Risk
CUST10263,Individual,Mexico,Consulting,0,0,1,1,1,1,1,0,80.0,34,Moderate,1,Approved,2025-03-10,2026-03-10,Adverse Media
CUST10264,Business,Iran,Real Estate,0,0,0,1,1,1,0,1,80.0,33,Moderate,0,Approved,2026-06-06,2027-06-06,High-Risk Geography
CUST10265,Business,United States,Manufacturing,0,0,0,1,1,0,0,1,60.0,30,Moderate,0,Remediation,2025-08-12,2026-08-12,KYC Documentation
CUST10266,Individual,Russia,Hospitality,0,0,1,1,1,1,0,0,60.0,53,Moderate,1,Remediation,2024-11-01,2025-11-01,Adverse Media
CUST10267,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-12-10,2027-12-10,Standard Risk
CUST10268,Individual,India,Technology,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-08-10,2028-08-09,Standard Risk
CUST10269,Individual,China,Retail,0,0,0,1,1,1,1,0,80.0,14,Low,0,Approved,2024-09-28,2026-09-28,KYC Documentation
CUST10270,Business,Canada,Import/Export,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-06-08,2027-06-08,Standard Risk
CUST10271,Business,Nigeria,Consulting,0,0,1,0,0,1,1,0,40.0,72,High,1,Remediation,2026-01-12,2026-07-11,Adverse Media
CUST10272,Business,India,FinTech,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-02-27,2028-02-27,Standard Risk
CUST10273,Business,United States,Manufacturing,0,0,0,1,1,1,0,1,80.0,16,Low,0,Approved,2025-10-10,2027-10-10,KYC Documentation
CUST10274,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2026-03-02,2028-03-01,Standard Risk
CUST10275,Individual,Mexico,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-07-31,2027-07-31,Standard Risk
CUST10276,Business,China,Consulting,0,0,0,1,0,0,1,1,60.0,36,Moderate,0,Remediation,2025-05-08,2026-05-08,KYC Documentation
CUST10277,Individual,United Arab Emirates,Consulting,0,0,0,0,1,1,1,1,80.0,37,Moderate,0,Approved,2025-07-25,2026-07-25,High-Risk Geography
CUST10278,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-05-26,2027-05-26,Standard Risk
CUST10279,Business,United States,Consulting,0,0,0,1,0,1,1,1,80.0,17,Low,0,Approved,2025-07-11,2027-07-11,KYC Documentation
CUST10280,Business,China,Import/Export,0,0,0,1,0,1,1,1,80.0,17,Low,0,Approved,2026-02-11,2028-02-11,KYC Documentation
CUST10281,Individual,United States,Technology,0,0,0,0,1,1,1,1,80.0,22,Low,0,Approved,2026-06-28,2028-06-27,Source of Wealth
CUST10282,Individual,United Kingdom,Hospitality,1,0,0,1,1,1,1,1,100.0,35,Moderate,1,Approved,2025-02-23,2026-02-23,PEP
CUST10283,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,12,Low,0,Periodic Review,2026-08-15,2028-08-14,Standard Risk
CUST10284,Individual,United States,Retail,0,0,0,1,1,0,1,1,80.0,19,Low,0,Approved,2026-03-02,2028-03-01,KYC Documentation
CUST10285,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-08-06,2027-08-06,Standard Risk
CUST10286,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-07-19,2028-07-18,Standard Risk
CUST10287,Individual,Nigeria,Hospitality,0,0,0,1,1,1,1,1,100.0,28,Low,0,Approved,2024-10-01,2026-10-01,High-Risk Geography
CUST10288,Individual,United States,Consulting,0,0,1,1,1,1,1,0,80.0,40,Moderate,1,Periodic Review,2025-05-07,2026-05-07,Adverse Media
CUST10289,Individual,United States,Hospitality,0,0,0,1,1,1,1,0,80.0,21,Low,0,Periodic Review,2025-12-12,2027-12-12,KYC Documentation
CUST10290,Individual,United States,Technology,0,0,0,0,1,1,1,1,80.0,20,Low,0,Periodic Review,2026-03-11,2028-03-10,Source of Wealth
CUST10291,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-06-17,2027-06-17,Standard Risk
CUST10292,Business,United States,Consulting,0,0,1,1,1,1,0,1,80.0,36,Moderate,1,Approved,2025-02-12,2026-02-12,Adverse Media
CUST10293,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-01-24,2028-01-24,Standard Risk
CUST10294,Individual,Canada,Consulting,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2025-02-20,2027-02-20,Standard Risk
CUST10295,Individual,Mexico,Retail,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2025-08-03,2027-08-03,Source of Wealth
CUST10296,Business,Canada,Hospitality,0,0,0,0,1,1,1,1,80.0,22,Low,0,Periodic Review,2026-02-18,2028-02-18,Source of Wealth
CUST10297,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-07-19,2027-07-19,Standard Risk
CUST10298,Individual,United States,Construction,0,0,0,1,1,1,1,0,80.0,14,Low,0,Approved,2025-05-18,2027-05-18,KYC Documentation
CUST10299,Individual,India,Finance,0,0,0,1,1,0,1,1,80.0,27,Low,0,Approved,2025-09-19,2027-09-19,KYC Documentation
CUST10300,Individual,United Kingdom,Finance,0,0,0,1,1,0,1,1,80.0,26,Low,0,Approved,2025-05-27,2027-05-27,KYC Documentation
CUST10301,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-07-02,2028-07-01,Standard Risk
CUST10302,Individual,United States,Finance,0,0,0,0,1,1,1,1,80.0,23,Low,0,Periodic Review,2026-03-19,2028-03-18,Source of Wealth
CUST10303,Individual,United States,Construction,0,0,0,0,1,1,1,1,80.0,25,Low,0,Approved,2024-10-29,2026-10-29,Source of Wealth
CUST10304,Business,United States,Retail,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-04-03,2028-04-02,Standard Risk
CUST10305,Business,United States,Consulting,0,0,0,1,1,1,1,1,100.0,15,Low,0,Periodic Review,2026-05-13,2028-05-12,Standard Risk
CUST10306,Individual,Canada,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Periodic Review,2025-05-01,2027-05-01,Standard Risk
CUST10307,Individual,United Kingdom,Consulting,0,0,0,1,1,0,1,1,80.0,22,Low,0,Approved,2025-03-01,2027-03-01,KYC Documentation
CUST10308,Business,Canada,Retail,0,0,0,1,0,1,1,1,80.0,22,Low,0,Periodic Review,2026-08-29,2028-08-28,KYC Documentation
CUST10309,Individual,United Arab Emirates,Education,0,0,0,1,1,0,1,1,80.0,34,Moderate,0,Approved,2025-05-06,2026-05-06,High-Risk Geography
CUST10310,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,15,Low,0,Periodic Review,2026-08-19,2028-08-18,Standard Risk
CUST10311,Individual,Nigeria,Finance,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2026-03-23,2028-03-22,High-Risk Geography
CUST10312,Individual,Russia,Finance,0,0,0,0,1,1,0,1,60.0,45,Moderate,0,Pending Documents,2025-09-22,2026-09-22,High-Risk Geography
CUST10313,Business,United States,Manufacturing,1,0,0,0,1,1,1,1,80.0,48,Moderate,1,Approved,2025-06-09,2026-06-09,PEP
CUST10314,Business,United States,Retail,1,0,0,1,1,1,1,1,100.0,32,Moderate,1,Approved,2025-10-04,2026-10-04,PEP
CUST10315,Individual,United States,Healthcare,0,0,1,1,1,1,1,1,100.0,27,Low,1,Approved,2025-12-11,2027-12-11,Adverse Media
CUST10316,Individual,Mexico,Consulting,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-06-10,2028-06-09,Standard Risk
CUST10317,Individual,Brazil,Technology,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-10-02,2027-10-02,Standard Risk
CUST10318,Individual,United States,Hospitality,0,0,0,1,1,0,1,0,60.0,31,Moderate,0,Remediation,2025-08-17,2026-08-17,KYC Documentation
CUST10319,Individual,Turkey,Healthcare,0,0,0,0,1,1,1,1,80.0,39,Moderate,0,Approved,2026-01-25,2027-01-25,High-Risk Geography
CUST10320,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2024-11-12,2026-11-12,Standard Risk
CUST10321,Individual,Turkey,Retail,0,0,0,1,1,1,1,1,100.0,31,Moderate,0,Approved,2025-06-04,2026-06-04,High-Risk Geography
CUST10322,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,14,Low,0,Periodic Review,2024-10-28,2026-10-28,Standard Risk
CUST10323,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-06-04,2028-06-03,Standard Risk
CUST10324,Business,United Kingdom,Retail,1,0,0,1,1,1,0,1,80.0,37,Moderate,1,Approved,2025-10-03,2026-10-03,PEP
CUST10325,Business,United States,Consulting,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-10-26,2027-10-26,Standard Risk
CUST10326,Individual,United States,Healthcare,0,0,1,1,1,1,1,1,100.0,35,Moderate,1,Approved,2024-09-04,2025-09-04,Adverse Media
CUST10327,Individual,United States,Healthcare,0,0,0,1,1,1,1,0,80.0,17,Low,0,Periodic Review,2025-07-08,2027-07-08,KYC Documentation
CUST10328,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,14,Low,0,Periodic Review,2024-12-31,2026-12-31,Standard Risk
CUST10329,Individual,United Kingdom,Consulting,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2024-09-06,2026-09-06,Standard Risk
CUST10330,Individual,United States,Hospitality,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2025-09-12,2027-09-12,Source of Wealth
CUST10331,Business,Canada,Hospitality,0,0,0,0,1,1,1,1,80.0,24,Low,0,Approved,2026-05-24,2028-05-23,Source of Wealth
CUST10332,Individual,Nigeria,Retail,0,0,0,1,1,1,1,1,100.0,29,Low,0,Approved,2026-04-09,2028-04-08,High-Risk Geography
CUST10333,Individual,United States,Healthcare,0,0,0,1,1,0,1,1,80.0,24,Low,0,Approved,2026-08-22,2028-08-21,KYC Documentation
CUST10334,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-07-19,2028-07-18,Standard Risk
CUST10335,Individual,United States,Finance,0,0,0,1,1,1,1,0,80.0,16,Low,0,Approved,2025-08-11,2027-08-11,KYC Documentation
CUST10336,Business,United States,Manufacturing,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-04-24,2027-04-24,Standard Risk
CUST10337,Individual,Mexico,Hospitality,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-04-26,2027-04-26,Standard Risk
CUST10338,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-03-16,2028-03-15,Standard Risk
CUST10339,Individual,United Kingdom,Consulting,0,0,0,1,1,1,1,1,100.0,10,Low,0,Periodic Review,2024-11-28,2026-11-28,Standard Risk
CUST10340,Individual,Nigeria,Construction,0,0,0,1,1,1,1,1,100.0,26,Low,0,Approved,2025-03-19,2027-03-19,High-Risk Geography
CUST10341,Individual,United States,Hospitality,0,0,0,0,1,0,1,1,60.0,32,Moderate,0,Pending Documents,2025-09-30,2026-09-30,Source of Wealth
CUST10342,Individual,Canada,Finance,0,0,0,1,1,0,1,1,80.0,20,Low,0,Approved,2025-04-06,2027-04-06,KYC Documentation
CUST10343,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-04-24,2028-04-23,Standard Risk
CUST10344,Individual,Russia,Education,0,0,0,1,1,1,0,1,80.0,37,Moderate,0,Approved,2025-03-11,2026-03-11,High-Risk Geography
CUST10345,Individual,United Kingdom,Hospitality,0,0,0,0,1,1,1,1,80.0,18,Low,0,Approved,2025-04-05,2027-04-05,Source of Wealth
CUST10346,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-12-25,2027-12-25,Standard Risk
CUST10347,Individual,United Kingdom,Hospitality,0,0,1,1,1,1,1,1,100.0,27,Low,1,Approved,2026-04-16,2028-04-15,Adverse Media
CUST10348,Individual,United States,Technology,0,0,0,1,1,1,1,0,80.0,16,Low,0,Periodic Review,2025-11-30,2027-11-30,KYC Documentation
CUST10349,Individual,Mexico,Technology,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-05-25,2027-05-25,Standard Risk
CUST10350,Individual,Russia,Technology,0,0,0,1,1,1,0,1,80.0,31,Moderate,0,Approved,2026-04-13,2027-04-13,High-Risk Geography
CUST10351,Business,Canada,Retail,0,0,0,1,0,1,1,1,80.0,25,Low,0,Periodic Review,2025-12-19,2027-12-19,KYC Documentation
CUST10352,Individual,China,Education,1,0,0,1,1,1,1,1,100.0,36,Moderate,1,Approved,2025-06-02,2026-06-02,PEP
CUST10353,Individual,Brazil,Education,0,0,0,1,1,1,1,1,100.0,17,Low,0,Periodic Review,2025-06-24,2027-06-24,Standard Risk
CUST10354,Individual,United States,Education,0,0,1,1,1,1,1,1,100.0,33,Moderate,1,Approved,2025-01-02,2026-01-02,Adverse Media
CUST10355,Individual,United States,Finance,0,0,1,1,1,1,1,1,100.0,26,Low,1,Approved,2026-03-12,2028-03-11,Adverse Media
CUST10356,Individual,Canada,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-05-16,2027-05-16,Standard Risk
CUST10357,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-07-05,2027-07-05,Standard Risk
CUST10358,Business,India,Retail,0,0,1,1,1,1,1,1,100.0,29,Low,1,Approved,2025-06-19,2027-06-19,Adverse Media
CUST10359,Individual,Brazil,Technology,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-07-06,2028-07-05,Standard Risk
CUST10360,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,13,Low,0,Periodic Review,2025-04-21,2027-04-21,Standard Risk
CUST10361,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,9,Low,0,Periodic Review,2024-12-26,2026-12-26,Standard Risk
CUST10362,Individual,China,Technology,0,0,0,0,1,1,1,1,80.0,20,Low,0,Approved,2026-03-16,2028-03-15,Source of Wealth
CUST10363,Individual,United States,Hospitality,0,0,0,1,1,1,1,0,80.0,20,Low,0,Approved,2025-01-27,2027-01-27,KYC Documentation
CUST10364,Business,China,Retail,0,0,0,1,0,1,1,1,80.0,19,Low,0,Approved,2025-02-17,2027-02-17,KYC Documentation
CUST10365,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-06-30,2027-06-30,Standard Risk
CUST10366,Business,Mexico,Retail,0,0,0,1,1,1,0,1,80.0,19,Low,0,Approved,2025-07-09,2027-07-09,KYC Documentation
CUST10367,Business,United States,Real Estate,0,0,0,0,0,1,1,1,60.0,29,Low,0,Remediation,2025-09-19,2027-09-19,Source of Wealth
CUST10368,Individual,Canada,Healthcare,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-04-02,2027-04-02,Standard Risk
CUST10369,Individual,United States,Retail,0,0,0,0,1,1,0,1,60.0,26,Low,0,Remediation,2025-06-03,2027-06-03,Source of Wealth
CUST10370,Individual,Canada,Consulting,1,0,0,1,1,0,1,0,60.0,50,Moderate,1,Remediation,2024-09-17,2025-09-17,PEP
CUST10371,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2026-02-11,2028-02-11,Standard Risk
CUST10372,Individual,Nigeria,Retail,0,0,1,0,1,1,1,1,80.0,60,High,1,Approved,2026-03-06,2026-09-02,Adverse Media
CUST10373,Individual,India,Retail,0,0,1,1,1,0,1,1,80.0,42,Moderate,1,Approved,2026-07-06,2027-07-06,Adverse Media
CUST10374,Individual,United States,Consulting,0,0,0,0,1,1,1,1,80.0,22,Low,0,Approved,2024-10-03,2026-10-03,Source of Wealth
CUST10375,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-01-05,2027-01-05,Standard Risk
CUST10376,Business,United States,Retail,0,0,0,1,1,1,1,0,80.0,21,Low,0,Approved,2025-04-18,2027-04-18,KYC Documentation
CUST10377,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-05-12,2028-05-11,Standard Risk
CUST10378,Business,Canada,FinTech,0,0,1,1,1,1,1,1,100.0,32,Moderate,1,Approved,2026-04-06,2027-04-06,Adverse Media
CUST10379,Individual,United Kingdom,Construction,0,0,0,1,1,1,0,1,80.0,22,Low,0,Approved,2024-09-16,2026-09-16,KYC Documentation
CUST10380,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2025-08-19,2027-08-19,Standard Risk
CUST10381,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2025-09-18,2027-09-18,Standard Risk
CUST10382,Individual,Canada,Consulting,0,0,0,0,1,1,1,1,80.0,18,Low,0,Periodic Review,2025-09-08,2027-09-08,Source of Wealth
