customer_id,customer_type,country,occupation_industry,pep_flag,sanctions_hit,adverse_media_flag,source_of_wealth_verified,ubo_complete,id_verified,address_verified,tax_verified,kyc_complete_pct,risk_score,risk_level,edd_required,customer_status,last_review_date,next_review_date
CUST10213,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,17,Low,0,Periodic Review,2026-07-08,2028-07-07
CUST10214,Individual,United Kingdom,Technology,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-04-01,2028-03-31
CUST10215,Individual,Turkey,Technology,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2026-01-05,2028-01-05
CUST10216,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,9,Low,0,Periodic Review,2025-12-10,2027-12-10
CUST10217,Business,United States,Retail,0,0,0,1,0,1,1,1,80.0,20,Low,0,Approved,2025-12-07,2027-12-07
CUST10218,Individual,United States,Consulting,0,0,0,0,1,1,1,0,60.0,26,Low,0,Remediation,2026-05-11,2028-05-10
CUST10219,Business,Turkey,Real Estate,0,0,0,1,0,1,1,1,80.0,40,Moderate,0,Approved,2026-03-19,2027-03-19
CUST10220,Individual,United States,Finance,0,0,0,1,1,1,1,0,80.0,18,Low,0,Approved,2024-11-02,2026-11-02
CUST10221,Individual,United Kingdom,Hospitality,0,0,0,1,1,1,0,0,60.0,28,Low,0,Remediation,2026-08-24,2028-08-23
CUST10222,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2024-09-17,2026-09-17
CUST10223,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2026-01-27,2028-01-27
CUST10224,Individual,Iran,Finance,0,0,0,1,1,1,1,1,100.0,33,Moderate,0,Approved,2025-06-27,2026-06-27
CUST10225,Individual,Russia,Education,0,0,0,1,1,1,1,1,100.0,27,Low,0,Approved,2025-11-13,2027-11-13
CUST10226,Business,United States,Hospitality,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2026-07-13,2028-07-12
CUST10227,Individual,Russia,Hospitality,0,0,1,1,1,1,1,0,80.0,55,Moderate,1,Approved,2026-05-17,2027-05-17
CUST10228,Business,Mexico,FinTech,0,0,0,1,1,1,1,1,100.0,9,Low,0,Periodic Review,2026-08-23,2028-08-22
CUST10229,Individual,India,Education,0,0,0,1,1,1,0,1,80.0,14,Low,0,Periodic Review,2024-10-01,2026-10-01
CUST10230,Business,United States,Manufacturing,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-06-02,2027-06-02
CUST10231,Individual,United Kingdom,Hospitality,0,0,1,1,1,1,0,1,80.0,41,Moderate,1,Approved,2025-10-13,2026-10-13
CUST10232,Individual,United Kingdom,Consulting,0,0,0,1,1,1,1,0,80.0,21,Low,0,Approved,2025-10-27,2027-10-27
CUST10233,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2024-12-18,2026-12-18
CUST10234,Individual,United States,Consulting,0,0,0,0,1,1,1,1,80.0,24,Low,0,Approved,2026-04-09,2028-04-08
CUST10235,Business,United States,Hospitality,0,0,0,1,1,0,1,1,80.0,19,Low,0,Approved,2025-07-16,2027-07-16
CUST10236,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-05-10,2028-05-09
CUST10237,Individual,Nigeria,Construction,0,0,0,1,1,1,1,1,100.0,28,Low,0,Approved,2025-02-03,2027-02-03
CUST10238,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-07-29,2027-07-29
CUST10239,Individual,Mexico,Finance,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2025-11-30,2027-11-30
CUST10240,Business,Russia,Logistics,0,0,1,1,1,1,1,0,80.0,48,Moderate,1,Periodic Review,2026-04-30,2027-04-30
CUST10241,Business,United States,Real Estate,0,0,0,0,1,1,1,0,60.0,32,Moderate,0,Remediation,2026-06-07,2027-06-07
CUST10242,Business,Mexico,Hospitality,0,0,0,0,1,1,1,1,80.0,27,Low,0,Approved,2025-01-27,2027-01-27
CUST10243,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-07-16,2028-07-15
CUST10244,Individual,India,Construction,0,0,0,1,1,1,1,0,80.0,13,Low,0,Periodic Review,2024-09-20,2026-09-20
CUST10245,Business,United States,Real Estate,0,0,0,1,1,1,1,0,80.0,16,Low,0,Approved,2026-02-12,2028-02-12
CUST10246,Individual,Nigeria,Consulting,1,0,0,1,1,1,0,0,60.0,66,High,1,Remediation,2025-11-29,2026-05-28
CUST10247,Business,India,Import/Export,0,0,0,1,0,1,1,0,60.0,26,Low,0,Remediation,2025-03-01,2027-03-01
CUST10248,Business,Turkey,Real Estate,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2024-09-16,2026-09-16
CUST10249,Business,Mexico,Consulting,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2026-04-24,2028-04-23
CUST10250,Individual,United Kingdom,Consulting,0,0,0,1,1,1,0,1,80.0,20,Low,0,Approved,2025-06-10,2027-06-10
CUST10251,Individual,Canada,Finance,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2025-08-08,2027-08-08
CUST10252,Business,India,Real Estate,0,0,0,1,1,0,1,1,80.0,23,Low,0,Approved,2025-02-02,2027-02-02
CUST10253,Individual,Canada,Construction,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-12-12,2027-12-12
CUST10254,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2024-12-08,2026-12-08
CUST10255,Individual,Turkey,Construction,0,0,0,1,1,1,1,1,100.0,32,Moderate,0,Approved,2025-11-27,2026-11-27
CUST10256,Business,Mexico,Hospitality,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2024-09-17,2026-09-17
CUST10257,Individual,Mexico,Finance,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2026-07-17,2028-07-16
CUST10258,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-03-17,2028-03-16
CUST10259,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-06-13,2027-06-13
CUST10260,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,14,Low,0,Periodic Review,2024-12-18,2026-12-18
CUST10261,Business,Mexico,Manufacturing,0,0,0,1,1,1,0,1,80.0,22,Low,0,Approved,2026-07-17,2028-07-16
CUST10262,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2024-09-07,2026-09-07
CUST10263,Individual,Mexico,Consulting,0,0,1,1,1,1,1,0,80.0,34,Moderate,1,Approved,2025-03-10,2026-03-10
CUST10264,Business,Iran,Real Estate,0,0,0,1,1,1,0,1,80.0,33,Moderate,0,Approved,2026-06-06,2027-06-06
CUST10265,Business,United States,Manufacturing,0,0,0,1,1,0,0,1,60.0,30,Moderate,0,Remediation,2025-08-12,2026-08-12
CUST10266,Individual,Russia,Hospitality,0,0,1,1,1,1,0,0,60.0,53,Moderate,1,Remediation,2024-11-01,2025-11-01
CUST10267,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-12-10,2027-12-10
CUST10268,Individual,India,Technology,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-08-10,2028-08-09
CUST10269,Individual,China,Retail,0,0,0,1,1,1,1,0,80.0,14,Low,0,Approved,2024-09-28,2026-09-28
CUST10270,Business,Canada,Import/Export,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-06-08,2027-06-08
CUST10271,Business,Nigeria,Consulting,0,0,1,0,0,1,1,0,40.0,72,High,1,Remediation,2026-01-12,2026-07-11
CUST10272,Business,India,FinTech,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2026-02-27,2028-02-27
CUST10273,Business,United States,Manufacturing,0,0,0,1,1,1,0,1,80.0,16,Low,0,Approved,2025-10-10,2027-10-10
CUST10274,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2026-03-02,2028-03-01
CUST10275,Individual,Mexico,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-07-31,2027-07-31
CUST10276,Business,China,Consulting,0,0,0,1,0,0,1,1,60.0,36,Moderate,0,Remediation,2025-05-08,2026-05-08
CUST10277,Individual,United Arab Emirates,Consulting,0,0,0,0,1,1,1,1,80.0,37,Moderate,0,Approved,2025-07-25,2026-07-25
CUST10278,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-05-26,2027-05-26
CUST10279,Business,United States,Consulting,0,0,0,1,0,1,1,1,80.0,17,Low,0,Approved,2025-07-11,2027-07-11
CUST10280,Business,China,Import/Export,0,0,0,1,0,1,1,1,80.0,17,Low,0,Approved,2026-02-11,2028-02-11
CUST10281,Individual,United States,Technology,0,0,0,0,1,1,1,1,80.0,22,Low,0,Approved,2026-06-28,2028-06-27
CUST10282,Individual,United Kingdom,Hospitality,1,0,0,1,1,1,1,1,100.0,35,Moderate,1,Approved,2025-02-23,2026-02-23
CUST10283,Individual,United States,Technology,0,0,0,1,1,1,1,1,100.0,12,Low,0,Periodic Review,2026-08-15,2028-08-14
CUST10284,Individual,United States,Retail,0,0,0,1,1,0,1,1,80.0,19,Low,0,Approved,2026-03-02,2028-03-01
CUST10285,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-08-06,2027-08-06
CUST10286,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-07-19,2028-07-18
CUST10287,Individual,Nigeria,Hospitality,0,0,0,1,1,1,1,1,100.0,28,Low,0,Approved,2024-10-01,2026-10-01
CUST10288,Individual,United States,Consulting,0,0,1,1,1,1,1,0,80.0,40,Moderate,1,Periodic Review,2025-05-07,2026-05-07
CUST10289,Individual,United States,Hospitality,0,0,0,1,1,1,1,0,80.0,21,Low,0,Periodic Review,2025-12-12,2027-12-12
CUST10290,Individual,United States,Technology,0,0,0,0,1,1,1,1,80.0,20,Low,0,Periodic Review,2026-03-11,2028-03-10
CUST10291,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-06-17,2027-06-17
CUST10292,Business,United States,Consulting,0,0,1,1,1,1,0,1,80.0,36,Moderate,1,Approved,2025-02-12,2026-02-12
CUST10293,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-01-24,2028-01-24
CUST10294,Individual,Canada,Consulting,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2025-02-20,2027-02-20
CUST10295,Individual,Mexico,Retail,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2025-08-03,2027-08-03
CUST10296,Business,Canada,Hospitality,0,0,0,0,1,1,1,1,80.0,22,Low,0,Periodic Review,2026-02-18,2028-02-18
CUST10297,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-07-19,2027-07-19
CUST10298,Individual,United States,Construction,0,0,0,1,1,1,1,0,80.0,14,Low,0,Approved,2025-05-18,2027-05-18
CUST10299,Individual,India,Finance,0,0,0,1,1,0,1,1,80.0,27,Low,0,Approved,2025-09-19,2027-09-19
CUST10300,Individual,United Kingdom,Finance,0,0,0,1,1,0,1,1,80.0,26,Low,0,Approved,2025-05-27,2027-05-27
CUST10301,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-07-02,2028-07-01
CUST10302,Individual,United States,Finance,0,0,0,0,1,1,1,1,80.0,23,Low,0,Periodic Review,2026-03-19,2028-03-18
CUST10303,Individual,United States,Construction,0,0,0,0,1,1,1,1,80.0,25,Low,0,Approved,2024-10-29,2026-10-29
CUST10304,Business,United States,Retail,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2026-04-03,2028-04-02
CUST10305,Business,United States,Consulting,0,0,0,1,1,1,1,1,100.0,15,Low,0,Periodic Review,2026-05-13,2028-05-12
CUST10306,Individual,Canada,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Periodic Review,2025-05-01,2027-05-01
CUST10307,Individual,United Kingdom,Consulting,0,0,0,1,1,0,1,1,80.0,22,Low,0,Approved,2025-03-01,2027-03-01
CUST10308,Business,Canada,Retail,0,0,0,1,0,1,1,1,80.0,22,Low,0,Periodic Review,2026-08-29,2028-08-28
CUST10309,Individual,United Arab Emirates,Education,0,0,0,1,1,0,1,1,80.0,34,Moderate,0,Approved,2025-05-06,2026-05-06
CUST10310,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,15,Low,0,Periodic Review,2026-08-19,2028-08-18
CUST10311,Individual,Nigeria,Finance,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2026-03-23,2028-03-22
CUST10312,Individual,Russia,Finance,0,0,0,0,1,1,0,1,60.0,45,Moderate,0,Pending Documents,2025-09-22,2026-09-22
CUST10313,Business,United States,Manufacturing,1,0,0,0,1,1,1,1,80.0,48,Moderate,1,Approved,2025-06-09,2026-06-09
CUST10314,Business,United States,Retail,1,0,0,1,1,1,1,1,100.0,32,Moderate,1,Approved,2025-10-04,2026-10-04
CUST10315,Individual,United States,Healthcare,0,0,1,1,1,1,1,1,100.0,27,Low,1,Approved,2025-12-11,2027-12-11
CUST10316,Individual,Mexico,Consulting,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2026-06-10,2028-06-09
CUST10317,Individual,Brazil,Technology,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-10-02,2027-10-02
CUST10318,Individual,United States,Hospitality,0,0,0,1,1,0,1,0,60.0,31,Moderate,0,Remediation,2025-08-17,2026-08-17
CUST10319,Individual,Turkey,Healthcare,0,0,0,0,1,1,1,1,80.0,39,Moderate,0,Approved,2026-01-25,2027-01-25
CUST10320,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2024-11-12,2026-11-12
CUST10321,Individual,Turkey,Retail,0,0,0,1,1,1,1,1,100.0,31,Moderate,0,Approved,2025-06-04,2026-06-04
CUST10322,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,14,Low,0,Periodic Review,2024-10-28,2026-10-28
CUST10323,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-06-04,2028-06-03
CUST10324,Business,United Kingdom,Retail,1,0,0,1,1,1,0,1,80.0,37,Moderate,1,Approved,2025-10-03,2026-10-03
CUST10325,Business,United States,Consulting,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-10-26,2027-10-26
CUST10326,Individual,United States,Healthcare,0,0,1,1,1,1,1,1,100.0,35,Moderate,1,Approved,2024-09-04,2025-09-04
CUST10327,Individual,United States,Healthcare,0,0,0,1,1,1,1,0,80.0,17,Low,0,Periodic Review,2025-07-08,2027-07-08
CUST10328,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,14,Low,0,Periodic Review,2024-12-31,2026-12-31
CUST10329,Individual,United Kingdom,Consulting,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2024-09-06,2026-09-06
CUST10330,Individual,United States,Hospitality,0,0,0,0,1,1,1,1,80.0,19,Low,0,Approved,2025-09-12,2027-09-12
CUST10331,Business,Canada,Hospitality,0,0,0,0,1,1,1,1,80.0,24,Low,0,Approved,2026-05-24,2028-05-23
CUST10332,Individual,Nigeria,Retail,0,0,0,1,1,1,1,1,100.0,29,Low,0,Approved,2026-04-09,2028-04-08
CUST10333,Individual,United States,Healthcare,0,0,0,1,1,0,1,1,80.0,24,Low,0,Approved,2026-08-22,2028-08-21
CUST10334,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-07-19,2028-07-18
CUST10335,Individual,United States,Finance,0,0,0,1,1,1,1,0,80.0,16,Low,0,Approved,2025-08-11,2027-08-11
CUST10336,Business,United States,Manufacturing,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-04-24,2027-04-24
CUST10337,Individual,Mexico,Hospitality,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-04-26,2027-04-26
CUST10338,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-03-16,2028-03-15
CUST10339,Individual,United Kingdom,Consulting,0,0,0,1,1,1,1,1,100.0,10,Low,0,Periodic Review,2024-11-28,2026-11-28
CUST10340,Individual,Nigeria,Construction,0,0,0,1,1,1,1,1,100.0,26,Low,0,Approved,2025-03-19,2027-03-19
CUST10341,Individual,United States,Hospitality,0,0,0,0,1,0,1,1,60.0,32,Moderate,0,Pending Documents,2025-09-30,2026-09-30
CUST10342,Individual,Canada,Finance,0,0,0,1,1,0,1,1,80.0,20,Low,0,Approved,2025-04-06,2027-04-06
CUST10343,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-04-24,2028-04-23
CUST10344,Individual,Russia,Education,0,0,0,1,1,1,0,1,80.0,37,Moderate,0,Approved,2025-03-11,2026-03-11
CUST10345,Individual,United Kingdom,Hospitality,0,0,0,0,1,1,1,1,80.0,18,Low,0,Approved,2025-04-05,2027-04-05
CUST10346,Individual,China,Education,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-12-25,2027-12-25
CUST10347,Individual,United Kingdom,Hospitality,0,0,1,1,1,1,1,1,100.0,27,Low,1,Approved,2026-04-16,2028-04-15
CUST10348,Individual,United States,Technology,0,0,0,1,1,1,1,0,80.0,16,Low,0,Periodic Review,2025-11-30,2027-11-30
CUST10349,Individual,Mexico,Technology,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-05-25,2027-05-25
CUST10350,Individual,Russia,Technology,0,0,0,1,1,1,0,1,80.0,31,Moderate,0,Approved,2026-04-13,2027-04-13
CUST10351,Business,Canada,Retail,0,0,0,1,0,1,1,1,80.0,25,Low,0,Periodic Review,2025-12-19,2027-12-19
CUST10352,Individual,China,Education,1,0,0,1,1,1,1,1,100.0,36,Moderate,1,Approved,2025-06-02,2026-06-02
CUST10353,Individual,Brazil,Education,0,0,0,1,1,1,1,1,100.0,17,Low,0,Periodic Review,2025-06-24,2027-06-24
CUST10354,Individual,United States,Education,0,0,1,1,1,1,1,1,100.0,33,Moderate,1,Approved,2025-01-02,2026-01-02
CUST10355,Individual,United States,Finance,0,0,1,1,1,1,1,1,100.0,26,Low,1,Approved,2026-03-12,2028-03-11
CUST10356,Individual,Canada,Education,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-05-16,2027-05-16
CUST10357,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2025-07-05,2027-07-05
CUST10358,Business,India,Retail,0,0,1,1,1,1,1,1,100.0,29,Low,1,Approved,2025-06-19,2027-06-19
CUST10359,Individual,Brazil,Technology,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-07-06,2028-07-05
CUST10360,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,13,Low,0,Periodic Review,2025-04-21,2027-04-21
CUST10361,Individual,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,9,Low,0,Periodic Review,2024-12-26,2026-12-26
CUST10362,Individual,China,Technology,0,0,0,0,1,1,1,1,80.0,20,Low,0,Approved,2026-03-16,2028-03-15
CUST10363,Individual,United States,Hospitality,0,0,0,1,1,1,1,0,80.0,20,Low,0,Approved,2025-01-27,2027-01-27
CUST10364,Business,China,Retail,0,0,0,1,0,1,1,1,80.0,19,Low,0,Approved,2025-02-17,2027-02-17
CUST10365,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-06-30,2027-06-30
CUST10366,Business,Mexico,Retail,0,0,0,1,1,1,0,1,80.0,19,Low,0,Approved,2025-07-09,2027-07-09
CUST10367,Business,United States,Real Estate,0,0,0,0,0,1,1,1,60.0,29,Low,0,Remediation,2025-09-19,2027-09-19
CUST10368,Individual,Canada,Healthcare,0,0,0,1,1,1,1,1,100.0,8,Low,0,Approved,2025-04-02,2027-04-02
CUST10369,Individual,United States,Retail,0,0,0,0,1,1,0,1,60.0,26,Low,0,Remediation,2025-06-03,2027-06-03
CUST10370,Individual,Canada,Consulting,1,0,0,1,1,0,1,0,60.0,50,Moderate,1,Remediation,2024-09-17,2025-09-17
CUST10371,Individual,United States,Construction,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2026-02-11,2028-02-11
CUST10372,Individual,Nigeria,Retail,0,0,1,0,1,1,1,1,80.0,60,High,1,Approved,2026-03-06,2026-09-02
CUST10373,Individual,India,Retail,0,0,1,1,1,0,1,1,80.0,42,Moderate,1,Approved,2026-07-06,2027-07-06
CUST10374,Individual,United States,Consulting,0,0,0,0,1,1,1,1,80.0,22,Low,0,Approved,2024-10-03,2026-10-03
CUST10375,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2025-01-05,2027-01-05
CUST10376,Business,United States,Retail,0,0,0,1,1,1,1,0,80.0,21,Low,0,Approved,2025-04-18,2027-04-18
CUST10377,Individual,Mexico,Healthcare,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2026-05-12,2028-05-11
CUST10378,Business,Canada,FinTech,0,0,1,1,1,1,1,1,100.0,32,Moderate,1,Approved,2026-04-06,2027-04-06
CUST10379,Individual,United Kingdom,Construction,0,0,0,1,1,1,0,1,80.0,22,Low,0,Approved,2024-09-16,2026-09-16
CUST10380,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2025-08-19,2027-08-19
CUST10381,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2025-09-18,2027-09-18
CUST10382,Individual,Canada,Consulting,0,0,0,0,1,1,1,1,80.0,18,Low,0,Periodic Review,2025-09-08,2027-09-08
CUST10383,Business,United Kingdom,Manufacturing,0,0,0,0,1,1,1,1,80.0,23,Low,0,Approved,2026-07-07,2028-07-06
CUST10384,Business,Iran,Hospitality,0,0,0,1,1,1,1,1,100.0,25,Low,0,Approved,2025-10-20,2027-10-20
CUST10385,Business,United States,Logistics,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2026-02-28,2028-02-28
CUST10386,Individual,Nigeria,Hospitality,0,0,0,1,1,1,0,1,80.0,34,Moderate,0,Periodic Review,2026-07-09,2027-07-09
CUST10387,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2026-07-26,2028-07-25
CUST10388,Business,United States,Import/Export,0,0,0,1,0,0,1,1,60.0,28,Low,0,Remediation,2024-09-08,2026-09-08
CUST10389,Business,Nigeria,FinTech,0,0,0,0,1,1,1,1,80.0,41,Moderate,0,Approved,2025-12-05,2026-12-05
CUST10390,Business,Nigeria,Import/Export,0,0,0,1,1,1,1,1,100.0,30,Moderate,0,Approved,2025-04-11,2026-04-11
CUST10391,Individual,Iran,Consulting,0,0,0,1,1,1,1,1,100.0,32,Moderate,0,Approved,2026-01-16,2027-01-16
CUST10392,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,15,Low,0,Approved,2025-06-30,2027-06-30
CUST10393,Business,United States,Hospitality,0,0,0,1,1,1,1,1,100.0,11,Low,0,Periodic Review,2024-09-08,2026-09-08
CUST10394,Individual,Nigeria,Hospitality,0,0,1,0,1,1,1,1,80.0,53,Moderate,1,Periodic Review,2026-08-31,2027-08-31
CUST10395,Business,Canada,FinTech,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2026-08-09,2028-08-08
CUST10396,Business,United States,Logistics,0,0,0,1,0,1,1,1,80.0,18,Low,0,Periodic Review,2025-04-16,2027-04-16
CUST10397,Individual,United States,Healthcare,0,0,0,0,1,1,1,1,80.0,23,Low,0,Approved,2025-06-10,2027-06-10
CUST10398,Business,United States,FinTech,0,0,0,1,0,1,1,1,80.0,23,Low,0,Approved,2025-04-23,2027-04-23
CUST10399,Business,Brazil,Consulting,0,0,0,1,1,1,1,1,100.0,13,Low,0,Approved,2025-07-03,2027-07-03
CUST10400,Individual,United States,Healthcare,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2024-10-01,2026-10-01
CUST10401,Business,United States,Logistics,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2026-08-14,2028-08-13
CUST10402,Individual,United States,Finance,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2025-06-13,2027-06-13
CUST10403,Business,United States,Manufacturing,0,0,0,1,1,1,1,1,100.0,11,Low,0,Periodic Review,2025-02-17,2027-02-17
CUST10404,Individual,United States,Retail,0,0,0,1,1,1,1,1,100.0,12,Low,0,Approved,2025-02-19,2027-02-19
CUST10405,Business,United Kingdom,FinTech,0,0,0,1,1,1,1,0,80.0,19,Low,0,Approved,2024-12-13,2026-12-13
CUST10406,Individual,United States,Hospitality,0,0,0,1,1,0,1,0,60.0,31,Moderate,0,Remediation,2026-07-24,2027-07-24
CUST10407,Individual,China,Technology,0,0,0,1,1,1,1,1,100.0,9,Low,0,Approved,2024-09-02,2026-09-02
CUST10408,Business,United States,Import/Export,0,0,0,1,0,1,0,1,60.0,30,Moderate,0,Remediation,2026-02-03,2027-02-03
CUST10409,Individual,United Kingdom,Technology,0,0,1,1,1,1,1,1,100.0,28,Low,1,Approved,2026-02-02,2028-02-02
CUST10410,Individual,Brazil,Healthcare,0,0,0,1,1,1,1,1,100.0,16,Low,0,Approved,2025-02-13,2027-02-13
CUST10411,Business,Mexico,Retail,0,0,0,1,1,1,1,1,100.0,17,Low,0,Approved,2025-11-24,2027-11-24
CUST10412,Business,United Kingdom,Manufacturing,0,0,0,1,1,1,1,1,100.0,11,Low,0,Approved,2026-04-21,2028-04-20
CUST10413,Individual,United States,Healthcare,0,0,0,1,1,1,0,1,80.0,16,Low,0,Approved,2025-06-09,2027-06-09
CUST10414,Individual,United States,Consulting,0,0,0,1,1,1,1,1,100.0,17,Low,0,Periodic Review,2025-12-11,2027-12-11
CUST10415,Individual,Mexico,Construction,0,0,0,1,1,0,1,0,60.0,28,Low,0,Pending Documents,2026-05-13,2028-05-12
CUST10416,Individual,Iran,Construction,0,0,0,1,1,0,1,0,60.0,48,Moderate,0,Remediation,2025-02-23,2026-02-23
CUST10417,Individual,Mexico,Technology,0,0,1,1,1,1,1,1,100.0,34,Moderate,1,Approved,2026-01-06,2027-01-06
CUST10418,Individual,United Kingdom,Hospitality,0,0,0,1,1,1,1,1,100.0,14,Low,0,Approved,2025-06-01,2027-06-01
CUST10419,Business,Nigeria,FinTech,0,0,0,1,1,1,1,1,100.0,27,Low,0,Approved,2025-04-03,2027-04-03
CUST10420,Business,United States,Logistics,0,0,1,1,0,1,0,1,60.0,43,Moderate,1,Remediation,2026-03-12,2027-03-12
CUST10421,Business,United States,Manufacturing,0,0,0,1,1,0,1,1,80.0,27,Low,0,Approved,2026-02-20,2028-02-20
CUST10422,Individual,Canada,Technology,0,0,0,0,1,1,1,1,80.0,21,Low,0,Approved,2025-04-04,2027-04-04
CUST10423,Individual,Russia,Construction,0,0,0,1,1,0,1,1,80.0,36,Moderate,0,Approved,2025-02-10,2026-02-10
CUST10424,Individual,United States,Education,0,0,0,1,1,1,1,1,100.0,10,Low,0,Approved,2025-07-19,2027-07-19
CUST10425,Individual,Nigeria,Retail,0,0,0,1,1,1,1,1,100.0,32,Moderate,0,Approved,2024-10-13,2025-10-13
CUST10426,Individual,United States,Technology,0,0,1,1,1,1,1,1,100.0,29,Low,1,Periodic Review,2024-12-12,2026-12-12
CUST10427,Business,United Kingdom,Retail,0,0,0,1,1,1,1,1,100.0,16,Low,0,Periodic Review,2026-06-09,2028-06-08
